Elevation,Transect,Quadrat,Species,Cover,Collection,Long_Form,Photos
450,A,1,,,,,
450,A,2,Caloplaca2,2,T450_A2.1,Caloplaca2,
450,A,3,,,,,
450,A,4,,,,,
450,A,5,Caloplaca2,2,T450_A2.1,,
450,A,5,Roccellina1,8,T450_A5.1,,
450,A,5,YellowRhizocarpon,T,T450_A5.2,,
450,A,6,Caloplaca2,T,T450_A2.1,,
450,A,7,,,,,
450,A,8,,,,,
450,A,9,,,,,
450,A,10,Caloplaca2,T,T450_A2.1,,
450,A,11,,,,,
450,A,12,Caloplaca2,2,T450_A2.1,,
450,A,13,Caloplaca2,T,T450_A2.1,,
450,A,14,,,,,
450,A,15,,,,,
450,A,16,,,,,
450,A,17,,,,,
450,A,18,,,,,
450,A,19,,,,,
450,A,20,,,,,
500,A,1,ArthoniaRocc1,T,T500_A1.1,,
500,A,1,LightBrownRocc,2,,,
500,A,1,Roccellina1,1,T450_A5.1,,
500,A,1,Roccellina2,1,,,
500,A,2,,,,,
500,A,3,,,,,
500,A,4,Buellia3,1,T500_A4.2,,
500,A,4,Caloplaca2,1,T450_A2.1,,
500,A,4,Ramalina2,T,T500_A4.1,,
500,A,4,YellowRhizocarpon,T,T450_A5.2,,
500,A,5,,,,,
500,A,6,Caloplaca2,T,T450_A2.1,,
500,A,6,Ramalina2,T,T500_A4.1,,
500,A,7,,,,,
500,A,8,,,,,
500,A,9,Arctothelium,T,T800_A1.8,,
500,A,9,Buellia2,T,T800_A1.13,,
500,A,9,YellowRhizocarpon,T,T450_A5.2,,
500,A,9,YellowRhizocarpon2,T,T500_A9.1,,
500,A,10,Arctothelium,1,T800_A1.8,,
500,A,10,BuelliaBlue,T,T500_A10.3,,
500,A,10,Caloplaca2,1,T450_A2.1,,
500,A,10,Caloplaca3,T,T500_A10.2,,
500,A,10,GrayCrust1,T,T500_A10.1,,
500,A,10,YellowRhizocarpon,2,T450_A5.2,,
500,A,11,Arctothelium,T,T800_A1.8,,
500,A,11,Caloplaca2,T,T450_A2.1,,
500,A,12,Arctothelium,T,T800_A1.8,,
500,A,12,Buellia3,T,T500_A4.2,,
500,A,12,Buellia4,T,T500_A12.1,,
500,A,12,Caloplaca2,1,T450_A2.1,,
500,A,12,YellowRhizocarpon,T,T450_A5.2,,
500,A,13,,,,,
500,A,14,Arctothelium,T,T800_A1.8,,
500,A,14,GrayCrust1,T,T500_A10.1,,
500,A,14,YellowRhizocarpon,T,T450_A5.2,,
500,A,15,Buellia4,T,T500_A12.1,,
500,A,15,Caloplaca2,1,T450_A2.1,,
500,A,15,YellowRhizocarpon,T,T450_A5.2,,
500,A,16,,,,,
500,A,17,,,,,
500,A,18,,,,,
500,A,19,,,,,
500,A,20,,,,,
550,A,1,BrownLumpy,3,T550_A1.1,,
550,A,1,Caloplacapergracilis,T,,,
550,A,1,Minksia,T,T600_A4.1,,
550,A,1,Niebla3,T,T800_A3.5,,
550,A,1,WhiteFoam,T,T550_A1.2,,
550,A,2,Rhizoplaca,T,T800_A1.7,,
550,A,2,Sclerophyton1,T,T800_A1.10,,
550,A,2,YellowRhizocarpon,T,T450_A5.2,,
550,A,3,Candelariella1,1,T800_A2.1,,
550,A,3,Niebla3,T,T800_A3.5,,
550,A,3,Rhizoplaca,T,T800_A1.7,,
550,A,3,Roccellinaterricola,T,,,
550,A,3,TerricolousWhiteCrust,T,T800_A6.2,,
550,A,3,WhiteFoam,T,T550_A1.2,,
550,A,4,Sclerophyton1,T,T800_A1.10,,
550,A,5,Buellia1,T,T550_A11.1,,
550,A,5,Candelariella1,T,T800_A2.1,,
550,A,5,DarkBrownSmear,T,T600_A5.2,,
550,A,5,Sclerophyton1,T,T800_A1.10,,
550,A,6,Candelariella1,T,T800_A2.1,,
550,A,6,TerricolousWhiteCrust,T,T800_A6.2,,
550,A,7,Amigdalaria,T,T800_A6.3,,
550,A,7,Arctothelium,T,T800_A1.8,,
550,A,7,Caloplacataltalensis,T,,,
550,A,7,Candelariella1,T,T800_A2.1,,
550,A,7,DarkBrownSmear,T,T600_A5.2,,
550,A,7,Lepraria1,T,T800_A1.9,,
550,A,7,Minksia,T,T600_A4.1,,
550,A,7,Niebla3,T,T800_A3.5,,
550,A,7,Xanthoria,T,T800_A8.2,,
550,A,8,Arctothelium,T,T800_A1.8,,
550,A,8,Buellia1,T,T550_A11.1,,
550,A,8,GrayRhizocarpon,T,T650_A1.2,,
550,A,8,Xanthoria,T,T800_A8.2,,
550,A,8,YellowConvexBuellia,1,T550_A8.1,,
550,A,9,,,,,
550,A,10,Arctothelium,T,T800_A1.8,,
550,A,10,Buellia1,T,T550_A11.1,,
550,A,11,Arctothelium,T,T800_A1.8,,
550,A,11,Buellia1,T,T550_A11.1,,
550,A,11,Candelariella1,T,T800_A2.1,,
550,A,11,Ramalina,T,T800_A7.1,,
550,A,11,Sclerophyton1,T,T800_A1.10,,
550,A,12,Arctothelium,T,T800_A1.8,,
550,A,13,Arctothelium,T,T800_A1.8,,
550,A,13,Ramalina,T,T800_A7.1,,
550,A,14,,,,,
550,A,15,Ramalina,T,T800_A7.1,,
550,A,16,Arctothelium,T,T800_A1.8,,
550,A,16,Buellia2,T,T800_A1.13,,
550,A,16,DarkGrayRhizocarpon,T,T600_A15.1,,
550,A,16,GrayRhizocarpon,T,T650_A1.2,,
550,A,16,YellowRhizocarpon,T,T450_A5.2,,
550,A,16,YellowRhizocarpon2,T,T550_A16.1,,
550,A,17,Arctothelium,T,T800_A1.8,,
550,A,17,Buellia1,T,T550_A11.1,,
550,A,17,Buellia2,T,T800_A1.13,,
550,A,17,Caloplaca2,T,T450_A2.1,,
550,A,17,GrayRhizocarpon,T,T650_A1.2,,
550,A,17,YellowRhizocarpon,T,T450_A5.2,,
550,A,18,,,,,
550,A,19,,,,,
550,A,20,,,,,
600,A,1,,,,,
600,A,2,TerricolousWhiteCrust,T,T800_A6.2,,
600,A,2,Xanthoria,T,T800_A8.2,,
600,A,3,,,,,
600,A,4,Arctothelium,T,T800_A1.8,,
600,A,4,Minksia,1,T600_A4.1,,
600,A,4,Niebla3,T,T800_A3.5,,
600,A,4,Sclerophyton1,T,T800_A1.10,,
600,A,4,WhiteRhizoPara,T,T850_A10.1,,
600,A,4,YellowRhizocarpon,T,T450_A5.2,,
600,A,5,Arctothelium,T,T800_A1.8,,
600,A,5,Buellia1,T,T550_A11.1,,
600,A,5,Candelariella3,T,T600_A5.1,,
600,A,5,DarkBrownSmear,T,T600_A5.2,,
600,A,5,Sclerophyton1,T,T800_A1.10,,
600,A,6,,,,,
600,A,7,,,,,
600,A,8,Arctothelium,T,T800_A1.8,,
600,A,9,Arctothelium,T,T800_A1.8,,
600,A,9,DarkBrownSmear,T,T600_A5.2,,
600,A,9,YellowRhizocarpon,T,T450_A5.2,,
600,A,10,Arctothelium,T,T800_A1.8,,
600,A,10,Sclerophyton1,T,T800_A1.10,,
600,A,11,,,,,
600,A,12,Arctothelium,1,T800_A1.8,,
600,A,12,Buellia1,T,T550_A11.1,,
600,A,12,Candelariella3,T,T600_A5.1,,
600,A,12,DarkBrownSmear,T,T600_A5.2,,
600,A,12,Ramalina,1,T800_A7.1,,
600,A,12,Sclerophyton1,T,T800_A1.10,,
600,A,12,TinyGreyRhizocarpon,T,T850_A14.2,,
600,A,13,,,,,
600,A,14,Sclerophyton1,T,T800_A1.10,,
600,A,15,Arctothelium,T,T800_A1.8,,
600,A,15,DarkGrayRhizocarpon,T,T600_A15.1,,
600,A,15,GrayRhizocarpon,T,T650_A1.2,,
600,A,15,YellowRhizocarpon,1,T450_A5.2,,
600,A,16,,,,,
600,A,17,,,,,
600,A,18,Buellia1,T,T550_A11.1,,
600,A,18,Sclerophyton1,T,T800_A1.10,,
600,A,19,Arctothelium,T,T800_A1.8,,
600,A,19,DarkBrownSmear,T,T600_A5.2,,
600,A,19,Sclerophyton1,T,T800_A1.10,,
600,A,19,YellowRhizocarpon,T,T450_A5.2,,
600,A,20,Arctothelium,T,T800_A1.8,,
600,A,20,Buellia1,T,T550_A11.1,,
600,A,20,Caloplaca2,T,T450_A2.1,,
600,A,20,ClumpyMustardBuellia,T,T600_A20.1,,
600,A,20,GrayRhizocarpon,T,T650_A1.2,,
600,A,20,Niebla3,T,T800_A3.5,,
600,A,20,YellowRhizocarpon,1,T450_A5.2,,
650,A,1,Arctothelium,T,T800_A1.8,,
650,A,1,BrownConvexBuellia,T,T650_A1.3,,
650,A,1,Caloplacasubhervidela,T,T650_A1.4,,
650,A,1,Candelariella1,1,T800_A2.1,,
650,A,1,Chrysothrix2,1,,,
650,A,1,GrayRhizocarpon,T,T650_A1.2,,
650,A,1,Minksia,T,T600_A4.1,,
650,A,1,Ramalina,T,T800_A7.1,,
650,A,1,Roccellina2,T,,,
650,A,1,Sclerophyton1,T,T800_A1.10,,
650,A,1,TerricolousWhiteCrust,T,T800_A6.2,,
650,A,1,Xanthoria,T,T800_A8.2,,
650,A,1,YellowRhizocarpon,1,T650_A1.1,,
650,A,2,Arctothelium,T,T800_A1.8,,
650,A,2,BrownConvexBuellia,T,T650_A1.3,,
650,A,2,Candelariella1,T,T800_A2.1,,
650,A,2,YellowRhizocarpon,1,T650_A1.1,,
650,A,3,Arctothelium,T,T800_A1.8,,
650,A,3,BrownConvexBuellia,T,T650_A1.3,,
650,A,3,Candelariella1,T,T800_A2.1,,
650,A,3,Candelariella2,T,,,
650,A,3,Chrysothrix2,1,,,
650,A,3,Heterodermia1,T,T800_A1.2,,
650,A,3,Minksia,T,T600_A4.1,,
650,A,3,Ramalina,T,T800_A7.1,,
650,A,3,Roccellinaterricola,T,,,
650,A,4,Arctothelium,T,T800_A1.8,,
650,A,4,Candelariella1,T,T800_A2.1,,
650,A,4,Candelariella2,T,,,
650,A,4,Sclerophyton1,T,T800_A1.10,,
650,A,5,Candelariella2,T,,,
650,A,5,Roccellinaterricola,T,,,
650,A,5,Sclerophyton1,T,T800_A1.10,,
650,A,5,TerricolousWhiteCrust,T,T800_A6.2,,
650,A,5,Xanthoria,T,T800_A8.2,,
650,A,6,Amigdalaria,7,T800_A6.3,,
650,A,6,BrownConvexBuellia,T,T650_A1.3,,
650,A,6,Caloplacapergracilis,T,,,
650,A,6,Candelariella1,T,T800_A2.1,,
650,A,6,Chrysothrix2,T,,,
650,A,6,Minksia,T,T600_A4.1,,
650,A,6,Niebla3,T,T800_A3.5,,
650,A,6,Sclerophyton1,T,T800_A1.10,,
650,A,6,TerricolousWhiteCrust,T,T800_A6.2,,
650,A,7,Arctothelium,T,T800_A1.8,,
650,A,7,Candelariella2,T,,,
650,A,7,Niebla3,T,T800_A3.5,,
650,A,7,Sclerophyton1,T,T800_A1.10,,
650,A,7,TerricolousWhiteCrust,T,T800_A6.2,,
650,A,7,Xanthoria,T,T800_A8.2,,
650,A,8,Amigdalaria,T,T800_A6.3,,
650,A,8,Arctothelium,T,T800_A1.8,,
650,A,8,BrownConvexBuellia,T,T650_A1.3,,
650,A,8,Candelariella1,T,T800_A2.1,,
650,A,8,Chrysothrix2,1,,,
650,A,8,Heterodermia1,T,T800_A1.2,,
650,A,8,Ramalina,T,T800_A7.1,,
650,A,8,YellowRhizocarpon,T,T650_A1.1,,
650,A,9,Arctothelium,T,T800_A1.8,,
650,A,9,BrownConvexBuellia,T,T650_A1.3,,
650,A,9,Caloplaca2,T,T450_A2.1,,
650,A,9,Candelariella1,T,T800_A2.1,,
650,A,9,Ramalina,T,T800_A7.1,,
650,A,9,Sclerophyton1,T,T800_A1.10,,
650,A,9,TerricolousWhiteCrust,T,T800_A6.2,,
650,A,10,Amigdalaria,5,T800_A6.3,,
650,A,10,Arctothelium,T,T800_A1.8,,
650,A,10,Chrysothrix2,1,,,
650,A,10,Heterodermia1,T,T800_A1.2,,
650,A,10,Minksia,T,T600_A4.1,,
650,A,10,Ramalina,T,T800_A7.1,,
650,A,10,Rhizoplaca,T,T800_A1.7,,
650,A,10,Sclerophyton1,T,T800_A1.10,,
650,A,10,Xanthoria,T,T800_A8.2,,
650,A,10,YellowRhizocarpon,1,T650_A1.1,,
650,A,11,Amigdalaria,T,T800_A6.3,,
650,A,11,Arctothelium,1,T800_A1.8,,
650,A,11,BrownConvexBuellia,1,T650_A1.3,,
650,A,11,Chrysothrix2,T,,,
650,A,11,Minksia,T,T600_A4.1,,
650,A,11,Ramalina,T,T800_A7.1,,
650,A,11,Xanthoria,T,T800_A8.2,,
650,A,12,Arctothelium,T,T800_A1.8,,
650,A,12,BrownConvexBuellia,T,T650_A1.3,,
650,A,12,Candelariella1,T,T800_A2.1,,
650,A,12,GrayRhizocarpon,T,T650_A1.2,,
650,A,12,Ramalina,T,T800_A7.1,,
650,A,12,Roccellinaterricola,T,,,
650,A,12,YellowRhizocarpon,T,T650_A1.1,,
650,A,13,Arctothelium,T,T800_A1.8,,
650,A,13,BrownConvexBuellia,T,T650_A1.3,,
650,A,13,Candelariella2,T,,,
650,A,13,GrayRhizocarpon,T,T650_A1.2,,
650,A,13,Ramalina,T,T800_A7.1,,
650,A,13,YellowRhizocarpon,T,T650_A1.1,,
650,A,14,Candelariella1,T,T800_A2.1,,
650,A,14,Minksia,T,T600_A4.1,,
650,A,14,Niebla1,T,T650_A14.1,,
650,A,14,Ramalina,T,T800_A7.1,,
650,A,14,Roccellinaterricola,T,,,
650,A,14,TerricolousWhiteCrust,T,T800_A6.2,,
650,A,14,Xanthoria,T,T800_A8.2,,
650,A,15,Arctothelium,T,T800_A1.8,,
650,A,15,Buellia1,T,T550_A11.1,,
650,A,15,Candelariella2,T,,,
650,A,15,GrayRhizocarpon,T,T650_A1.2,,
650,A,15,Heterodermia1,T,T800_A1.2,,
650,A,15,Ramalina,T,T800_A7.1,,
650,A,15,YellowRhizocarpon,T,T650_A1.1,,
650,A,16,Arctothelium,T,T800_A1.8,,
650,A,16,BrownConvexBuellia,T,T650_A1.3,,
650,A,16,Ramalina,T,T800_A7.1,,
650,A,16,YellowRhizocarpon,1,T650_A1.1,,
650,A,17,Arctothelium,T,T800_A1.8,,
650,A,17,BlackRhizo,T,T650_A17.1,,
650,A,17,Buellia1,T,T550_A11.1,,
650,A,17,Candelariella2,T,,,
650,A,17,GrayRhizocarpon,T,T650_A1.2,,
650,A,17,Ramalina,T,T800_A7.1,,
650,A,17,Roccellinaterricola,T,,,
650,A,17,YellowRhizocarpon,T,T650_A1.1,,
650,A,18,Arctothelium,T,T800_A1.8,,
650,A,19,Arctothelium,T,T800_A1.8,,
650,A,19,Chrysothrix2,T,,,
650,A,19,GrayRhizocarpon,T,T650_A1.2,,
650,A,19,Minksia,2,T600_A4.1,,
650,A,19,Ramalina,T,T800_A7.1,,
650,A,19,YellowRhizocarpon,1,T650_A1.1,,
650,A,20,Arctothelium,T,T800_A1.8,,
650,A,20,GrayRhizocarpon,T,T650_A1.2,,
650,A,20,YellowRhizocarpon,T,T650_A1.1,,
700,A,1,Arctothelium,T,T800_A1.8,,
700,A,1,BrownConvexBuellia,T,T650_A1.3,,
700,A,1,Candelariella1,T,T800_A2.1,,
700,A,1,Chrysothrix2,T,,,
700,A,1,Heterodermia1,T,T800_A1.2,,
700,A,1,Minksia,T,T600_A4.1,,
700,A,2,Amigdalaria,T,T800_A6.3,,
700,A,2,Chrysothrix1,T,T800_A1.1,,
700,A,2,Heterodermia1,T,T800_A1.2,,
700,A,2,Roccellinaterricola,T,,,
700,A,3,Arctothelium,T,T800_A1.8,,
700,A,3,Ramalina,T,T800_A7.1,,
700,A,3,YellowRhizocarpon,T,T650_A1.1,,
700,A,4,BrownConvexBuellia,T,T650_A1.3,,
700,A,4,Heterodermia1,T,T800_A1.2,,
700,A,4,Ramalina,T,T800_A7.1,,
700,A,4,Rhizoplaca,T,T800_A1.7,,
700,A,4,YellowRhizocarpon,T,T650_A1.1,,
700,A,5,Arctothelium,T,T800_A1.8,,
700,A,5,Candelariella1,T,T800_A2.1,,
700,A,5,Heterodermia1,T,T800_A1.2,,
700,A,5,Rhizoplaca,T,T800_A1.7,,
700,A,6,Arctothelium,T,T800_A1.8,,
700,A,6,BrownConvexBuellia,T,T650_A1.3,,
700,A,6,Candelariella1,T,T800_A2.1,,
700,A,6,Candelariella2,T,,,
700,A,6,Heterodermia2,T,T800_A10.1,,
700,A,6,Minksia,T,T600_A4.1,,
700,A,6,Niebla4,T,T850_A6.1,,
700,A,6,Ramalina,T,T800_A7.1,,
700,A,6,Rhizoplaca,T,T800_A1.7,,
700,A,6,Roccellinaterricola,T,,,
700,A,6,TerricolousWhiteCrust,T,T800_A6.2,,
700,A,6,Xanthoria,T,T800_A8.2,,
700,A,6,YellowRhizocarpon,T,T650_A1.1,,
700,A,7,Arctothelium,T,T800_A1.8,,
700,A,7,Caloplacasubhervidela,T,T650_A1.4,,
700,A,7,Candelariella2,T,,,
700,A,7,GrayLepraria,T,,,
700,A,7,GrayRhizocarpon,T,T650_A1.2,,
700,A,7,Heterodermia1,T,T800_A1.2,,
700,A,7,Ramalina,T,T800_A7.1,,
700,A,7,Roccellinaterricola,T,,,
700,A,7,Sclerophyton1,T,T800_A1.10,,
700,A,7,Xanthoria,T,T800_A8.2,,
700,A,7,YellowRhizocarpon,T,T650_A1.1,,
700,A,8,Arctothelium,T,T800_A1.8,,
700,A,8,BrownAspicilia,T,T700_A8.1,,
700,A,8,Roccellinaterricola,T,,,
700,A,8,YellowRhizocarpon,T,T650_A1.1,,
700,A,9,Arctothelium,T,T800_A1.8,,
700,A,9,Candelariella2,T,,,
700,A,9,GrayRhizocarpon,T,T650_A1.2,,
700,A,9,Rhizoplaca,T,T800_A1.7,,
700,A,9,Roccellinaterricola,T,,,
700,A,9,YellowRhizocarpon,T,T650_A1.1,,
700,A,10,Arctothelium,T,T800_A1.8,,
700,A,10,Buellia1,T,T800_A1.6,,
700,A,10,Candelariella2,T,,,
700,A,10,Sclerophyton1,T,T800_A1.10,,
700,A,10,YellowRhizocarpon,T,T650_A1.1,,
700,A,11,Candelariella2,T,,,
700,A,11,Ramalina,T,T800_A7.1,,
700,A,11,Roccellinaterricola,T,,,
700,A,12,Sclerophyton1,T,T800_A1.10,,
700,A,13,Amigdalaria,T,T800_A6.3,,
700,A,13,Arctothelium,T,T800_A1.8,,
700,A,13,BlackRhizo,T,T650_A17.1,,
700,A,13,BrownAspicilia,T,T700_A8.1,,
700,A,13,Candelariella2,T,,,
700,A,13,GrayRhizocarpon,T,T650_A1.2,,
700,A,13,Ramalina,T,T800_A7.1,,
700,A,13,Sclerophyton1,1,T800_A1.10,,
700,A,13,Xanthoria,T,T800_A8.2,,
700,A,13,YellowConvexBuellia,T,T700_A13.1,,
700,A,14,Arctothelium,T,T800_A1.8,,
700,A,14,Caloplacasubhervidela,T,T650_A1.4,,
700,A,14,Candelariella2,T,,,
700,A,14,Heterodermia1,T,T800_A1.2,,
700,A,14,Minksia,T,T600_A4.1,,
700,A,14,Ramalina,T,T800_A7.1,,
700,A,14,Sclerophyton1,1,T800_A1.10,,
700,A,14,Xanthoria,T,T800_A8.2,,
700,A,14,YellowConvexBuellia,T,T700_A13.1,,
700,A,14,YellowRhizocarpon,T,T650_A1.1,,
700,A,15,Amigdalaria,T,T800_A6.3,,
700,A,15,Arctothelium,T,T800_A1.8,,
700,A,15,GrayRhizocarpon,T,T650_A1.2,,
700,A,15,Sclerophyton1,T,T800_A1.10,,
700,A,15,YellowRhizocarpon,T,T650_A1.1,,
700,A,16,Arctothelium,T,T800_A1.8,,
700,A,16,BrownAspicilia,T,T700_A8.1,,
700,A,16,Candelariella1,T,T800_A2.1,,
700,A,16,Ramalina,T,T800_A7.1,,
700,A,16,Sclerophyton1,T,T800_A1.10,,
700,A,17,Amigdalaria,T,T800_A6.3,,
700,A,17,Arctothelium,T,T800_A1.8,,
700,A,17,GrayRhizocarpon,T,T650_A1.2,,
700,A,17,Heterodermia1,T,T800_A1.2,,
700,A,17,Ramalina,T,T800_A7.1,,
700,A,17,Sclerophyton1,T,T800_A1.10,,
700,A,17,YellowRhizocarpon,T,T650_A1.1,,
700,A,18,Arctothelium,T,T800_A1.8,,
700,A,18,Ramalina,T,T800_A7.1,,
700,A,18,Sclerophyton1,T,T800_A1.10,,
700,A,19,Amigdalaria,T,T800_A6.3,,
700,A,19,Minksia,T,T600_A4.1,,
700,A,19,Ramalina,T,T800_A7.1,,
700,A,19,Sclerophyton1,T,T800_A1.10,,
700,A,20,Arctothelium,T,T800_A1.8,,
700,A,20,BrownAspicilia,T,T700_A8.1,,
700,A,20,Caloplaca2,T,T450_A2.1,,
700,A,20,Candelariella1,T,T800_A2.1,,
700,A,20,Rhizoplaca,T,T800_A1.7,,
700,A,20,YellowRhizocarpon,T,T650_A1.1,,
700,A,10b,Arctothelium,T,T800_A1.8,,
700,A,10b,Candelariella1,T,T800_A2.1,,
700,A,10b,Chrysothrix2,T,,,
700,A,10b,GrayRhizocarpon,T,T650_A1.2,,
700,A,10b,GreenBrain,T,T800_A1.11,,
700,A,10b,GreenLepraria,T,,,
700,A,10b,Heterodermia1,T,T800_A1.2,,
700,A,10b,Minksia,T,T600_A4.1,,
700,A,10b,Niebla3,T,T800_A3.5,,
700,A,10b,Ramalina,T,T800_A7.1,,
700,A,10b,Rhizoplaca,T,T800_A1.7,,
700,A,10b,Roccellinaterricola,T,,,
700,A,10b,Sclerophyton1,T,T800_A1.10,,
700,A,10b,TerricolousWhiteCrust,T,T800_A6.2,,
700,A,10b,Xanthoria,T,T800_A8.2,,
700,A,10b,YellowRhizocarpon,T,T650_A1.1,,
700,A,11b,Arctothelium,T,T800_A1.8,,
700,A,11b,Candelariella1,T,T800_A2.1,,
700,A,11b,Chrysothrix2,T,,,
700,A,11b,GrayRhizocarpon,T,T650_A1.2,,
700,A,11b,GreenBrain,T,T800_A1.11,,
700,A,11b,Heterodermia1,T,T800_A1.2,,
700,A,11b,Minksia,T,T600_A4.1,,
700,A,11b,Ramalina,T,T800_A7.1,,
700,A,11b,Rhizoplaca,T,T800_A1.7,,
700,A,11b,Roccellinaterricola,T,,,
700,A,11b,Sclerophyton1,T,T800_A1.10,,
700,A,11b,TerricolousWhiteCrust,T,T800_A6.2,,
700,A,12b,Arctothelium,T,T800_A1.8,,
700,A,12b,Candelariella1,T,T800_A2.1,,
700,A,12b,Chrysothrix2,T,,,
700,A,12b,GrayRhizocarpon,T,T650_A1.2,,
700,A,12b,GreenBrain,T,T800_A1.11,,
700,A,12b,GreenLepraria,T,,,
700,A,12b,Heterodermia1,1,T800_A1.2,,
700,A,12b,Minksia,T,T600_A4.1,,
700,A,12b,Ramalina,1,T800_A7.1,,
700,A,12b,Roccellinaterricola,T,,,
700,A,12b,Sclerophyton1,T,T800_A1.10,,
700,A,12b,TerricolousWhiteCrust,T,T800_A6.2,,
700,A,12b,Xanthoria,T,T800_A8.2,,
700,A,12b,YellowRhizocarpon,T,T650_A1.1,,
700,A,13b,Arctothelium,1,T800_A1.8,,
700,A,13b,Caloplacasubhervidela,T,T650_A1.4,,
700,A,13b,Candelariella1,T,T800_A2.1,,
700,A,13b,Chrysothrix2,T,,,
700,A,13b,GrayRhizocarpon,T,T650_A1.2,,
700,A,13b,Heterodermia1,T,T800_A1.2,,
700,A,13b,Heterodermia2,T,T800_A10.1,,
700,A,13b,Minksia,T,T600_A4.1,,
700,A,13b,Niebla2,T,T800_A1.4,,
700,A,13b,Ramalina,T,T800_A7.1,,
700,A,13b,Rhizoplaca,T,T800_A1.7,,
700,A,13b,Roccellina2,T,,,
700,A,13b,Roccellinaterricola,T,,,
700,A,13b,Sclerophyton1,2,T800_A1.10,,
700,A,13b,TerricolousWhiteCrust,T,T800_A6.2,,
700,A,13b,YellowConvexBuellia,T,T700_A13.1,,
700,A,13b,YellowRhizocarpon,1,T650_A1.1,,
700,A,14b,Arctothelium,T,T800_A1.8,,
700,A,14b,Candelariella1,T,T800_A2.1,,
700,A,14b,Chrysothrix2,T,,,
700,A,14b,GrayRhizocarpon,T,T650_A1.2,,
700,A,14b,GreenBrain,T,T800_A1.11,,
700,A,14b,Minksia,T,T600_A4.1,,
700,A,14b,Ramalina,T,T800_A7.1,,
700,A,14b,Roccellinaterricola,T,,,
700,A,14b,Sclerophyton1,T,T800_A1.10,,
700,A,14b,TerricolousWhiteCrust,T,T800_A6.2,,
700,A,14b,Xanthoria,T,T800_A8.2,,
700,A,15b,Arctothelium,T,T800_A1.8,,
700,A,15b,BrownAspicilia,T,T700_A8.1,,
700,A,15b,Candelariella1,T,T800_A2.1,,
700,A,15b,GrayRhizocarpon,T,T650_A1.2,,
700,A,15b,TerricolousWhiteCrust,T,T800_A6.2,,
700,A,15b,YellowRhizocarpon,T,T650_A1.1,,
700,A,1b,Arctothelium,T,T800_A1.8,,
700,A,1b,BrownAspicilia,T,T700_A8.1,,
700,A,1b,Candelariella1,T,T800_A2.1,,
700,A,1b,Chrysothrix2,1,,,
700,A,1b,GrayIsidiate,1,T800_A17.1,,
700,A,1b,GrayRhizocarpon,T,T650_A1.2,,
700,A,1b,Heterodermia1,T,T800_A1.2,,
700,A,1b,Lepraria1,T,T800_A1.9,,
700,A,1b,Minksia,T,T600_A4.1,,
700,A,1b,Niebla2,T,T800_A1.4,,
700,A,1b,Ramalina,T,T800_A7.1,,
700,A,1b,Sclerophyton1,T,T800_A1.10,,
700,A,1b,TerricolousWhiteCrust,T,T800_A6.2,,
700,A,1b,YellowRhizocarpon,T,T650_A1.1,,
700,A,2b,Amigdalaria,T,T800_A6.3,,
700,A,2b,Arctothelium,T,T800_A1.8,,
700,A,2b,Candelariella1,T,T800_A2.1,,
700,A,2b,Chrysothrix2,T,T800_A14.1,,
700,A,2b,GrayRhizocarpon,T,T650_A1.2,,
700,A,2b,Heterodermia1,T,T800_A1.2,,
700,A,2b,Lepraria1,T,T800_A1.9,,
700,A,2b,Minksia,T,T600_A4.1,,
700,A,2b,Ramalina,T,T800_A7.1,,
700,A,2b,Sclerophyton1,T,T800_A1.10,,
700,A,2b,TerricolousWhiteCrust,T,T800_A6.2,,
700,A,3b,Arctothelium,T,T800_A1.8,,
700,A,3b,Candelariella1,T,T800_A2.1,,
700,A,3b,Chrysothrix1,1,T800_A1.1,,
700,A,3b,Chrysothrix2,T,T800_A14.1,,
700,A,3b,GreenLepraria,2,,,
700,A,3b,Heterodermia1,T,T800_A1.2,,
700,A,3b,Minksia,T,T600_A4.1,,
700,A,3b,Ramalina,T,T800_A7.1,,
700,A,3b,Sclerophyton1,T,T800_A1.10,,
700,A,3b,TerricolousWhiteCrust,T,T800_A6.2,,
700,A,4b,Arctothelium,T,T800_A1.8,,
700,A,4b,Chrysothrix1,T,T800_A1.1,,
700,A,4b,GreenLepraria,T,,,
700,A,4b,Ramalina,T,T800_A7.1,,
700,A,4b,TerricolousWhiteCrust,T,T800_A6.2,,
700,A,5b,Amigdalaria,T,T800_A6.3,,
700,A,5b,Arctothelium,T,T800_A1.8,,
700,A,5b,BrownAspicilia,T,T700_A8.1,,
700,A,5b,Caloplacasubhervidela,T,T650_A1.4,,
700,A,5b,Chrysothrix1,1,T800_A1.1,,
700,A,5b,Chrysothrix2,T,T800_A14.1,,
700,A,5b,GrayRhizocarpon,T,T650_A1.2,,
700,A,5b,GreenBrain,T,T800_A1.11,,
700,A,5b,GreenLepraria,2,,,
700,A,5b,Heterodermia1,T,T800_A1.2,,
700,A,5b,Heterodermia2,T,T800_A10.1,,
700,A,5b,Minksia,T,T600_A4.1,,
700,A,5b,Niebla2,T,T800_A1.4,,
700,A,5b,Ramalina,T,T800_A7.1,,
700,A,5b,Rhizoplaca,T,T800_A1.7,,
700,A,5b,Roccellinaterricola,T,,,
700,A,5b,Sclerophyton1,T,T800_A1.10,,
700,A,5b,TerricolousWhiteCrust,T,T800_A6.2,,
